source,ref_text,doi
T011_W1_CAUTIOUS__qwen3-14b.txt,"Liu, Y., & Ott, M. (2021). Multi-task deep neural networks for natural language understanding. *Proceedings of the 59th Annual Meeting of the Association for Computational Linguistics (ACL)*. https://doi.org/10.18653/v1/2021.acl-long.33",10.18653/v1/2021.acl-long.33
T011_W1_CAUTIOUS__qwen3-14b.txt,"Borge, H., & Fjeld, M. (2023). Reproducibility in large language model research: A survey. *arXiv preprint arXiv:2302.07097*.",
T011_W1_CAUTIOUS__qwen3-14b.txt,"Lipton, Z. C. (2018). The mythos of model interpretability. *Queue*, 16(3), 31–53. https://doi.org/10.1145/3215783",10.1145/3215783
T011_W1_CAUTIOUS__qwen3-14b.txt,"Leino, K. R. M., & DeLine, R. (2006). Practicing disciplined software engineering. *IEEE Software*, 23(4), 10–12. https://doi.org/10.1109/MS.2006.71",10.1109/MS.2006.71
T011_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Reproducibility in LLM-assisted writing workflows is a growing concern in software engineering, particularly as these models become more integrated into development and documentation processes. Several studies have explored the software engineering practices that can support reproducibility in such contexts. One approach emphasizes the need for version control not only of the code but also of the prompts and model outputs used during the writing process [1]. This practice ensures that all iterations of the LLM-assisted content are traceable and can be revisited for debugging or auditing. Addit",
T011_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Liu, Y., Zhang, Y., & Wang, X. (2023). *Versioning Large Language Models in Collaborative Software Development*. IEEE Software, 40(3), 45–52. https://doi.org/10.1109/MS.2023.00012",10.1109/MS.2023.00012
T011_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Chen, L., & Lee, K. (2022). *Containerization of AI Models for Reproducible Software Development*. Proceedings of the International Conference on Software Engineering, 112–121. https://doi.org/10.1145/3510003.1123456",10.1145/3510003.1123456
T011_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Gupta, R., & Patel, N. (2023). *Logging and Annotation Practices in LLM-Assisted Writing*. Journal of Artificial Intelligence in Software Engineering, 5(2), 89–104. https://doi.org/10.1007/s42979-023-01112-3",10.1007/s42979-023-01112-3
T011_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Smith, J., & Brown, T. (2024). *Automating LLM-Generated Content with CI/CD Pipelines*. ACM Transactions on Software Engineering and Methodology, 33(1), 1–25. https://doi.org/10.1145/3623456.1234567",10.1145/3623456.1234567
T011_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Johnson, M., & Davis, A. (2023). *Ethical and Governance Considerations in LLM-Assisted Software Development*. IEEE Ethics in Computing, 18(4), 301–312. https://doi.org/10.1109/ETC.2023.1234567",10.1109/ETC.2023.1234567
T011_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Kim, S., & Oh, H. (2022). *Reproducibility Challenges in AI-Enhanced Writing Tools*. Proceedings of the 17th International Conference on Software Maintenance and Evolution, 234–243. https://doi.org/10.1145/3510003.1123457",10.1145/3510003.1123457
T011_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Thompson, R., & White, P. (2023). *Best Practices for Managing LLM Outputs in Agile Teams*. Journal of Agile Software Development, 12(3), 67–82. https://doi.org/10.1002/agsd.2023.12.3.67",10.1002/agsd.2023.12.3.67
T011_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Rodriguez, A., & Fernandes, C. (2024). *Ensuring Consistency in LLM-Assisted Documentation Generation*. IEEE Transactions on Software Engineering, 49(5), 1011–1025. https://doi.org/10.1109/TSE.2024.1234568",10.1109/TSE.2024.1234568
T011_W3_VERIFY_REPAIR__qwen3-14b.txt,"Reproducibility in LLM-assisted writing workflows has emerged as a critical concern in software engineering research, particularly as large language models (LLMs) become more integrated into development and documentation processes. Several studies have highlighted the need for systematic approaches to ensure that the outputs generated by LLMs are consistent, verifiable, and traceable [1]. One key practice involves version control not only for code but also for the prompts and model configurations used during writing tasks, as variations in these can significantly affect the generated text [2].",
T011_W3_VERIFY_REPAIR__qwen3-14b.txt,"Arora, R., & Ribeiro, B. (2023). *Prompt Engineering for Reproducible AI-Generated Text*. In Proceedings of the International Conference on Software Engineering (ICSE).",
T011_W3_VERIFY_REPAIR__qwen3-14b.txt,"Liu, Y., & Zhang, X. (2022). *Versioning LLM Prompts: A Case Study in Documentation Generation*. Journal of Systems and Software, 185, 111089. https://doi.org/10.1016/j.jss.2022.111089",10.1016/j.jss.2022.111089
T011_W3_VERIFY_REPAIR__qwen3-14b.txt,"Devlin, J., & Lee, K. (2021). *Measuring Quality in LLM-Assisted Writing: A Comparative Analysis*. IEEE Transactions on Software Engineering, 47(8), 1456–1472. https://doi.org/10.1109/TSE.2021.3077056",10.1109/TSE.2021.3077056
T011_W3_VERIFY_REPAIR__qwen3-14b.txt,"Chen, L., & Wang, H. (2024). *Auditing LLM Outputs in Collaborative Writing Environments*. In Proceedings of the ACM SIGSOFT Symposium on the Foundations of Software Engineering (FSE).",
T011_W3_VERIFY_REPAIR__qwen3-14b.txt,"Gupta, S., & Patel, R. (2023). *Integrating LLMs into CI/CD Pipelines for Automated Documentation*. In Proceedings of the International Conference on Software Maintenance and Evolution (ICSME).",
T011_W3_VERIFY_REPAIR__qwen3-14b.txt,"Bostjan, C., & Kaur, A. (2022). *Model Drift and Its Impact on Reproducibility in AI-Assisted Development*. In Proceedings of the IEEE/ACM International Conference on Software Maintenance and Reengineering (CSMR).",
T011_W3_VERIFY_REPAIR__qwen3-14b.txt,"Zhang, T., & Kim, J. (2023). *Governance of Large Language Models in Software Engineering Practices*. In Proceedings of the International Conference on Software Engineering (ICSE).",
T012_W0_DIRECT__qwen3-14b.txt,随着大模型在辅助写作任务中的广泛应用，系统可复现性和透明性成为研究的重要议题。为了确保大模型生成内容的可信度和责任可追溯性，记录可复现的审计日志被提上日程。相关研究主要集中在日志记录机制的设计、模型行为的可解释性以及数据溯源性等方面。例如，一些工作提出了在生成过程中记录模型输入、输出及中间状态的方法，以支持后续的复现与审查 [1]。此外，基于版本控制的日志系统也被用于跟踪模型参数更新和训练过程，从而增强系统的可复现性 [2]。在写作辅助系统中，日志不仅需要涵盖模型的输入输出，还应包括用户交互信息、生成策略、修改历史和决策依据，以形成完整的上下文链 [3]。另一些研究则关注于日志的存储与检索效率，提出利用区块链或分布式存储技术来增强日志的安全性和不可篡改性 [4]。同时，隐私保护也是审计日志设计中不可忽视的问题，一些方法通过差分隐私或联邦学习技术来在记录日志的同时保护用户数据 [5]。尽管已有多种日志记录方案，但如何在保证系统性能的前提下实现细粒度、高效且合规的日志管理，仍是当前研究面临的挑战。未来的工作可能需要结合模型解释技术与日志系统，以提供更直观的审计信息并提升用户信任度 [6]。,
T012_W0_DIRECT__qwen3-14b.txt,"Li, Y., et al. (2021). ""Model-Audit: A Framework for Auditing Large Language Models in Writing Assistance Systems."" *Proceedings of the 15th International Conference on Natural Language Processing*, 123–132. DOI: 10.1145/3477379.3477390.",10.1145/3477379.3477390
T012_W0_DIRECT__qwen3-14b.txt,"Zhang, L., & Wang, H. (2022). ""Reproducibility in AI-Driven Writing Tools: A Systematic Review."" *Journal of Artificial Intelligence Research*, 68, 456–489. DOI: 10.1613/jair.12345.",10.1613/jair.12345
T012_W0_DIRECT__qwen3-14b.txt,"Chen, X., et al. (2020). ""Context-Aware Logging for Transparent AI Writing Assistants."" *IEEE Transactions on Software Engineering*, 46(8), 890–905. DOI: 10.1109/TSE.2020.3004567.",10.1109/TSE.2020.3004567
T012_W0_DIRECT__qwen3-14b.txt,"Kumar, R., & Gupta, A. (2023). ""Blockchain-Based Logging for Secure and Transparent AI Writing Systems."" *ACM SIGSOFT Software Engineering Notes*, 48(2), 1–7. DOI: 10.1145/3583435.3583437.",10.1145/3583435.3583437
T012_W0_DIRECT__qwen3-14b.txt,"Smith, J., & Lee, K. (2022). ""Privacy-Preserving Audit Logs for Large Language Model Applications."" *arXiv preprint arXiv:2205.01234*.",
T012_W0_DIRECT__qwen3-14b.txt,"Wang, T., et al. (2023). ""Enhancing Trust in AI Writing Assistants through Explainable Logging."" *Proceedings of the 2023 Conference on Human Factors in Computing Systems (CHI)*, 1–12. DOI: 10.1145/3544548.3544567.",10.1145/3544548.3544567
T012_W1_CAUTIOUS__qwen3-14b.txt,大模型辅助写作系统的可复现性与审计日志记录是当前自然语言处理和人工智能伦理研究中的重要议题。随着大语言模型（LLM）在文本生成、代码编写和内容创作等领域的广泛应用，确保系统操作的透明性和可追溯性成为保障用户信任和满足合规要求的关键。已有研究探讨了如何通过日志记录机制来追踪模型推理过程、用户输入与输出之间的映射关系，以及系统内部决策逻辑的变化[1]。例如，一些工作提出在模型推理过程中插入中间状态记录，以支持后续的复现与调试，特别是在涉及多阶段生成或交互式写作辅助的场景中[2]。此外，针对审计日志的设计，研究者关注如何在保证隐私的前提下实现日志的完整性与可验证性，如使用差分隐私技术对日志内容进行脱敏处理[3]。,
T012_W1_CAUTIOUS__qwen3-14b.txt,另一些研究则聚焦于日志的结构化存储与查询，以支持对模型行为的长期分析和监管。例如，基于区块链的审计日志系统被提出用于增强日志的不可篡改性和可验证性，从而提高系统的可信度[4]。同时，也有学者强调日志记录应纳入模型的评估框架，作为衡量其可解释性与可控性的一个指标[5]。然而，目前仍缺乏统一的日志记录标准，尤其是在跨平台、多模型协作的写作系统中，日志的一致性与互操作性仍面临挑战[6]。,
T012_W1_CAUTIOUS__qwen3-14b.txt,"Ribeiro, M. T., Singh, S., & Guestrin, C. (2016). ""Why should I trust you?"": Explaining the predictions of any classifier. *Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining*, 1135–1144. https://doi.org/10.1145/2939672.2939778",10.1145/2939672.2939778
T012_W1_CAUTIOUS__qwen3-14b.txt,"Goyal, A., et al. (2022). Interpreting the logic of large language models. *arXiv preprint arXiv:2206.05181*.",
T012_W1_CAUTIOUS__qwen3-14b.txt,"Dwork, C., & Roth, A. (2014). The algorithmic foundations of differential privacy. *Foundations and Trends® in Theoretical Computer Science*, 9(3–4), 211–407. https://doi.org/10.1561/0400000042",10.1561/0400000042
T012_W1_CAUTIOUS__qwen3-14b.txt,"Zhang, Y., et al. (2020). Blockchain-based auditing for AI decision-making. *IEEE Access*, 8, 198683–198692. https://doi.org/10.1109/ACCESS.2020.3036674",10.1109/ACCESS.2020.3036674
T012_W1_CAUTIOUS__qwen3-14b.txt,"Lipton, Z. C. (2018). The dark side of deep learning. *arXiv preprint arXiv:1806.08421*.",
T012_W1_CAUTIOUS__qwen3-14b.txt,"Bubeck, S., et al. (2023). Large language models are few-shot learners. *arXiv preprint arXiv:2306.08271*.",
T012_W2_RETRIEVAL_FIRST__qwen3-14b.txt,近年来，随着大模型在辅助写作中的广泛应用，如何记录可复现的审计日志成为研究关注的重点。审计日志不仅是系统运行过程的记录，更是确保内容生成过程透明、可追溯和符合伦理规范的重要工具。部分研究探讨了在大模型辅助写作系统中引入日志机制的设计原则，强调了日志的完整性、时间戳和操作记录的必要性，以支持后续的审查与责任追溯 [1]。此外，也有文献指出，日志记录应覆盖用户输入、模型输出、交互过程及相关参数配置，从而确保在需要时能够重新生成相同的内容并验证其来源 [2]。,
T012_W2_RETRIEVAL_FIRST__qwen3-14b.txt,一些工作进一步提出，日志系统应具备用户身份识别和权限管理功能，防止未经授权的修改与追踪 [3]。同时，为了增强系统的可复现性，有研究建议将模型版本、训练数据来源、推理过程参数等信息嵌入日志，以便在不同环境下复现相同的生成结果 [4]。此外，还存在对隐私保护与日志记录之间平衡的研究，例如采用差分隐私技术或匿名化处理，确保用户数据在日志中不被泄露 [5]。,
T012_W2_RETRIEVAL_FIRST__qwen3-14b.txt,然而，目前大多数相关文献仍集中在日志记录的基本框架与功能设计上，对于日志存储的安全性、可扩展性以及与法律法规的兼容性等方面的研究仍较为有限 [6]。因此，如何构建一个既满足可复现性要求，又兼顾用户隐私与系统性能的审计日志体系，仍是值得深入探索的问题。,
T012_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Liu, Y., Wang, X., & Zhang, L. (2022). Designing Audit Logs for Large Language Model-Based Writing Assistance Systems. *Proceedings of the International Conference on AI in Education*, 123-130. DOI: 10.1234/ai.education.2022.5678",10.1234/ai.education.2022.5678
T012_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Chen, J., & Li, M. (2023). Traceability in AI-Generated Text: A Study on Logging Strategies. *Journal of Artificial Intelligence Research*, 45(2), 220-245. DOI: 10.9890/aijr.2023.1234",10.9890/aijr.2023.1234
T012_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Zhao, H., & Sun, T. (2021). User Authentication and Access Control in AI Writing Platforms. *Information Systems Security Journal*, 30(4), 89-103. DOI: 10.1007/s10207-021-00543-2",10.1007/s10207-021-00543-2
T012_W2_RETRIEVAL_FIRST__qwen3-14b.txt,"Kim, S., & Park, J. (2023). Enhancing Reproducibility in AI Writing Systems Through Comprehensive Logging. *Computers in Human Behavior*, 145, 107886. DOI: 10.1016/j.chb.2023.107886",10.1016/j.chb.2023.107886
