source,ref_text,doi,verify_source,verify_title,verify_year,doi_resolves,status
T004_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Smith, A., & Johnson, M. (2023). Beyond existence: Evaluating semantic accuracy of citations in LLM-generated academic text. *Proceedings of the 2023 Workshop on Scholarly Document Processing*, 89-102",10.18653/v1/2023.sdp-1.10,unresolved,,,False,unresolved
T004_W3_VERIFY_REPAIR__deepseek-chat.txt,"Lewis, P., Perez, E., Piktus, A., Petroni, F., Karpukhin, V., Goyal, N., ... & Kiela, D. (2020). Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks. *Advances in Neural Information Proce",10.48550/arXiv.2005.11401,doi_resolves_only,,,True,unresolved
T004_W3_VERIFY_REPAIR__deepseek-chat.txt,"Shuster, K., Poff, S., Chen, M., Kiela, D., & Weston, J. (2021). Retrieval Augmentation Reduces Hallucination in Conversation. *Findings of the Association for Computational Linguistics: EMNLP 2021*, ",10.18653/v1/2021.findings-emnlp.320,crossref,Retrieval Augmentation Reduces Hallucination in Conversation,2021,,resolved
T004_W3_VERIFY_REPAIR__deepseek-chat.txt,"Menick, J., Trebacz, M., Mikulik, V., Aslanides, J., Song, F., Chadwick, M., ... & Osindero, S. (2022). Teaching language models to support answers with verified quotes. *arXiv preprint arXiv:2203.111",10.48550/arXiv.2203.11147,openalex,Teaching language models to support answers with verified quotes,2022,,resolved
T004_W3_VERIFY_REPAIR__deepseek-chat.txt,"Gao, Y., Xiong, Y., Gao, X., Jia, K., Pan, J., Bi, Y., ... & Wang, H. (2023). Retrieval-Augmented Generation for Large Language Models: A Survey. *arXiv preprint arXiv:2312.10997*. DOI: 10.48550/arXiv",10.48550/arXiv.2312.10997,openalex,Retrieval-Augmented Generation for Large Language Models: A Survey,2023,,resolved
T004_W3_VERIFY_REPAIR__deepseek-chat.txt,"Borgeaud, S., Mensch, A., Hoffmann, J., Cai, T., Rutherford, E., Millican, K., ... & Sifre, L. (2022). Improving language models by retrieving from trillions of tokens. *International Conference on Ma",10.48550/arXiv.2112.04426,openalex,Improving language models by retrieving from trillions of tokens,2021,,resolved
T004_W3_VERIFY_REPAIR__deepseek-chat.txt,"Petroni, F., Piktus, A., Fan, A., Lewis, P., Yazdani, M., Cao, N. D., ... & Riedel, S. (2021). KILT: a benchmark for knowledge intensive language tasks. *Proceedings of the 59th Annual Meeting of the ",10.18653/v1/2021.acl-long.196,crossref,KACE: Generating Knowledge Aware Contrastive Explanations for Natural Language Inference,2021,,resolved
T004_W3_VERIFY_REPAIR__deepseek-chat.txt,"Mallen, A., Asai, A., Zhong, V., Das, R., Khashabi, D., & Hajishirzi, H. (2023). When Not to Trust Language Models: Investigating Effectiveness of Parametric and Non-Parametric Memories. *Proceedings ",10.18653/v1/2023.acl-long.55,crossref,Post-Abstention: Towards Reliably Re-Attempting the Abstained Instances in QA,2023,,resolved
T005_W0_DIRECT__deepseek-chat.txt,"R. West, A. Paranjape, and J. Leskovec, “Mining missing hyperlinks from human navigation traces: A case study of Wikipedia,” in *Proceedings of the 24th International Conference on World Wide Web*, 20",10.1145/2736277.2741097,crossref,Groupsourcing,2015,,resolved
T005_W0_DIRECT__deepseek-chat.txt,"P. Lewis et al., “Retrieval-augmented generation for knowledge-intensive NLP tasks,” in *Advances in Neural Information Processing Systems*, vol. 33, 2020, pp. 9459–9474. DOI: 10.48550/arXiv.2005.1140",10.48550/arXiv.2005.11401,doi_resolves_only,,,True,unresolved
T005_W0_DIRECT__deepseek-chat.txt,"T. Schick and H. Schütze, “It’s not just size that matters: Small language models are also few-shot learners,” in *Proceedings of the 2021 Conference of the North American Chapter of the ACL*, 2021, p",10.18653/v1/2021.naacl-main.185,crossref,It’s Not Just Size That Matters: Small Language Models Are Also Few-Shot Learners,2021,,resolved
T005_W0_DIRECT__deepseek-chat.txt,"Y. Dong, R. A. Johnson, and N. V. Chawla, “Can scientific impact be predicted using network embedding?” in *Proceedings of the 2018 ACM Conference on Recommender Systems*, 2018, pp. 42–50. DOI: 10.114",10.1145/3240323.3240341,crossref,ACM recsys workshop on recommenders in tourism (rectour 2018),2018,,resolved
T005_W0_DIRECT__deepseek-chat.txt,"D. Wadden et al., “Fact or fiction: Verifying scientific claims,” in *Proceedings of the 2020 Conference on Empirical Methods in Natural Language Processing*, 2020, pp. 7534–7550. DOI: 10.18653/v1/202",10.18653/v1/2020.emnlp-main.609,crossref,Fact or Fiction: Verifying Scientific Claims,2020,,resolved
T005_W0_DIRECT__deepseek-chat.txt,"L. Chen, G. Chen, and F. Xia, “Citing or making up? Detecting fabricated references in LLM-generated academic text,” *Journal of Informetrics*, vol. 18, no. 2, art. 101534, 2024. DOI: 10.1016/j.joi.20",10.1016/j.joi.2024.101534,unresolved,,,False,unresolved
T005_W0_DIRECT__deepseek-chat.txt,"C. Caragea, A. Silvescu, and P. Mitra, “Automated identification of erroneous citations in biomedical literature,” in *Proceedings of the 2017 ACM Conference on Bioinformatics, Computational Biology, ",10.1145/3107411.3107448,crossref,Rich Chromatin Structure Prediction from Hi-C Data,2017,,resolved
T005_W1_CAUTIOUS__deepseek-chat.txt,"Cothran, T. (2011). Automatic verification of references in biomedical literature. *Journal of the Medical Library Association*, 99(4), 319–322. DOI: 10.3163/1536-5050.99.4.011",10.3163/1536-5050.99.4.011,crossref,Preferred book formats in an academic medical center,2011,,resolved
T005_W1_CAUTIOUS__deepseek-chat.txt,"Menon, S., Khosla, P., & Rawat, S. (2023). Retrieval-Augmented Verification of Generated Citations. *Proceedings of the 61st Annual Meeting of the Association for Computational Linguistics (ACL)*, 1–1",10.18653/v1/2023.acl-long.123,crossref,MoralDial: A Framework to Train and Evaluate Moral Dialogue Systems via Moral Discussions,2023,,resolved
T005_W1_CAUTIOUS__deepseek-chat.txt,"Petroni, F., Rocktäschel, T., Lewis, P., et al. (2019). Language Models as Knowledge Bases? *Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing (EMNLP)*, 2463–2473.",10.18653/v1/D19-1250,crossref,Language Models as Knowledge Bases?,2019,,resolved
T005_W1_CAUTIOUS__deepseek-chat.txt,"Cohan, A., Ammar, W., van Zuylen, M., & Cady, F. (2019). Structural Scaffolds for Citation Intent Classification in Scientific Publications. *Proceedings of the 2019 Conference of the North American C",10.18653/v1/N19-1361,crossref,Structural Scaffolds for Citation Intent Classification in Scientific Publications,2019,,resolved
T005_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"P. S. M. S. et al., ""Citation Verification: A Benchmark and Model for Detecting Fabricated References,"" in *Proceedings of the ACL Workshop on Scholarly Document Processing*, 2023. DOI: 10.18653/v1/20",10.18653/v1/2023.sdp-1.12,unresolved,,,False,unresolved
T005_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"J. Lee and K. Park, ""Semantic Similarity-Based Detection of Hallucinated Citations in Scientific Text,"" *Journal of Informetrics*, vol. 17, no. 4, pp. 101456, 2023. DOI: 10.1016/j.joi.2023.101456",10.1016/j.joi.2023.101456,crossref,"The k-step h-index in citation networks at the paper, author, and institution levels",2023,,resolved
T005_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"A. Smith, B. Johnson, and C. Wang, ""Retrieval-Augmented Verification for Generated Scholarly Citations,"" *arXiv preprint arXiv:2405.12345*, 2024. DOI: 10.48550/arXiv.2405.12345",10.48550/arXiv.2405.12345,doi_resolves_only,,,True,unresolved
T005_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"L. Zhang et al., ""Cross-Document Fact Extraction for Citation Claim Validation,"" in *Proceedings of EMNLP 2023*, pp. 2345–2356, 2023. DOI: 10.18653/v1/2023.emnlp-main.234",10.18653/v1/2023.emnlp-main.234,crossref,TRAVEL: Tag-Aware Conversational FAQ Retrieval via Reinforcement Learning,2023,,resolved
T005_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"M. Brown and R. Davis, ""Lightweight Classifiers for Detecting Hallucinated DOIs in LLM Outputs,"" *Scientometrics*, vol. 129, pp. 789–805, 2024. DOI: 10.1007/s11192-024-05012-3",10.1007/s11192-024-05012-3,unresolved,,,False,unresolved
T005_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"T. Garcia, ""Challenges in Verifying Citations to Non-DOI Scholarly Works,"" in *Proceedings of the IEEE International Conference on Big Data*, pp. 4567–4574, 2023. DOI: 10.1109/BigData59044.2023.103862",10.1109/BigData59044.2023.10386201,crossref,Interactive Visualization for Smart Power Grid Efficiency and Outage Exploration,2023,,resolved
T005_W3_VERIFY_REPAIR__deepseek-chat.txt,"J. P. McGovern and J. L. G. Sanz, ""Fake references in academic publishing: A systematic review of detection methods,"" *Learned Publishing*, vol. 34, no. 3, pp. 385–394, 2021, doi: 10.1002/leap.1381.",10.1002/leap.1381,crossref,Research on Industry 4.0 and on key related technologies in Vietnam: A bibliometric analysis using Scopus,2021,,resolved
T005_W3_VERIFY_REPAIR__deepseek-chat.txt,"A. Cohan, W. Ammar, M. van Zuylen, and F. Cady, ""Structural Scaffolds for Citation Intent Classification in Scientific Publications,"" in *Proceedings of the 2019 Conference of the North American Chapt",10.18653/v1/N19-1361,crossref,Structural Scaffolds for Citation Intent Classification in Scientific Publications,2019,,resolved
T005_W3_VERIFY_REPAIR__deepseek-chat.txt,"T. Saier and M. Färber, ""A Graph-Based Approach for Verifying Scientific Citations,"" in *Proceedings of the 30th ACM International Conference on Information and Knowledge Management (CIKM)*, 2021, pp.",10.1145/3459637.3482026,crossref,"Fake News, Disinformation, Propaganda, and Media Bias",2021,,resolved
T005_W3_VERIFY_REPAIR__deepseek-chat.txt,"J. Tang, J. Zhang, L. Yao, J. Li, L. Zhang, and Z. Su, ""Citation Network Analysis for Detecting Anomalous References,"" *Journal of the Association for Information Science and Technology*, vol. 71, no.",10.1002/asi.24272,crossref,Issue Information,2020,,resolved
T005_W3_VERIFY_REPAIR__deepseek-chat.txt,"D. S. W. Ting, K. H. Lim, and V. C. S. Lee, ""BERT-based Citation Verification: Distinguishing Real from Hallucinated References,"" in *Proceedings of the 2022 Conference on Empirical Methods in Natural",10.18653/v1/2022.emnlp-main.137,crossref,Are Hard Examples also Harder to Explain? A Study with Human and Model-Generated Explanations,2022,,resolved
T005_W3_VERIFY_REPAIR__deepseek-chat.txt,"M. Färber and A. Thiemann, ""Challenges in Automated Citation Verification for Non-English Scholarly Works,"" *Scientometrics*, vol. 128, no. 2, pp. 1123–1145, 2023, doi: 10.1007/s11192-022-04591-2.",10.1007/s11192-022-04591-2,unresolved,,,False,unresolved
T006_W0_DIRECT__deepseek-chat.txt,"Ghosal, T., Verma, R., & Ekbal, A. (2022). Automatic verification of biomedical references generated by language models using PubMed. *Journal of Biomedical Informatics*, 128, 104030. DOI: 10.1016/j.j",10.1016/j.jbi.2022.104030,crossref,Applications of artificial intelligence to aid early detection of dementia: A scoping review on current capabilities and future directions,2022,,resolved
T006_W0_DIRECT__deepseek-chat.txt,"Kumar, A., Singh, P., & Sharma, R. (2023). Semantic similarity-based detection of hallucinated references in LLM outputs. *Proceedings of the 2023 Conference on Empirical Methods in Natural Language P",10.18653/v1/2023.emnlp-main.112,crossref,Active Instruction Tuning: Improving Cross-Task Generalization by Training on Prompt Sensitive Tasks,2023,,resolved
T006_W0_DIRECT__deepseek-chat.txt,"Zhang, Y., Chen, L., & Liu, H. (2024). A dual-encoder model for verifying generated academic references via contrastive learning. *IEEE Transactions on Knowledge and Data Engineering*, 36(4), 1456–146",10.1109/TKDE.2023.3324187,unresolved,,,False,unresolved
T006_W0_DIRECT__deepseek-chat.txt,"Wang, X., Zhao, M., & Huang, J. (2023). Multi-task learning for reference existence and accessibility prediction in LLM-generated text. *Proceedings of the AAAI Conference on Artificial Intelligence*,",10.1609/aaai.v37i5.25678,crossref,Mediated Cheap Talk Design,2023,,resolved
T006_W0_DIRECT__deepseek-chat.txt,"Li, Q., Sun, Y., & Zhang, W. (2024). Cross-lingual hallucinated reference detection using XLM-R and multilingual datasets. *ACM Transactions on Asian and Low-Resource Language Information Processing*,",10.1145/3635321,unresolved,,,False,unresolved
T006_W1_CAUTIOUS__deepseek-chat.txt,"Cabanac, G., Oikonomidi, T., & Boutron, I. (2021). Day-to-day discovery of preprint-publication links. *Scientometrics*, 126(6), 5285–5304. DOI: 10.1007/s11192-021-03969-6",10.1007/s11192-021-03969-6,unresolved,,,False,unresolved
T006_W1_CAUTIOUS__deepseek-chat.txt,"Li, X., Sun, Y., & Zhang, C. (2023). Reference verification via knowledge graph alignment for scholarly AI. In *Proceedings of the 22nd ACM/IEEE Joint Conference on Digital Libraries (JCDL)*, pp. 45–4",10.1145/3596951.3596958,unresolved,,,False,unresolved
T006_W1_CAUTIOUS__deepseek-chat.txt,"Zhang, Y., Wang, Z., & Liu, H. (2024). Context-aware detection of fabricated citations in LLM-generated text. *arXiv preprint arXiv:2403.12345*. DOI: 10.48550/arXiv.2403.12345",10.48550/arXiv.2403.12345,openalex,"Performance Portable Monte Carlo Particle Transport on Intel, NVIDIA, and AMD GPUs",2024,,resolved
T006_W1_CAUTIOUS__deepseek-chat.txt,"Wang, J., Chen, T., & Li, M. (2024). CiteCheck: A benchmark for evaluating citation authenticity in large language model outputs. In *Proceedings of the 62nd Annual Meeting of the Association for Comp",10.18653/v1/2024.acl-long.89,crossref,Language Model Adaption for Reinforcement Learning with Natural Language Action Space,2024,,resolved
T006_W1_CAUTIOUS__deepseek-chat.txt,"Guo, Y., Zhao, R., & Huang, S. (2023). Citation fingerprint: Detecting fabricated references by statistical anomalies. *Journal of Informetrics*, 17(4), 101456. DOI: 10.1016/j.joi.2023.101456",10.1016/j.joi.2023.101456,crossref,"The k-step h-index in citation networks at the paper, author, and institution levels",2023,,resolved
T006_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Li, X., Zhang, Y., & Chen, H. (2024). Automatic verification of LLM-generated references via search engine validation. *Proceedings of the 2024 Conference on Empirical Methods in Natural Language Proc",10.18653/v1/2024.emnlp-main.89,crossref,UniFashion: A Unified Vision-Language Model for Multimodal Fashion Retrieval and Generation,2024,,resolved
T006_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Wang, J., Liu, S., & Zhou, M. (2024). Multi-round metadata matching for detecting fabricated citations. *Journal of Artificial Intelligence Research*, 79, 455-478. DOI: 10.1613/jair.1.15342",10.1613/jair.1.15342,unresolved,,,False,unresolved
T006_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Brown, T., & Kim, D. (2023). Hallucination in reference generation: A case study of large language models. *arXiv preprint arXiv:2310.12345*. DOI: 10.48550/arXiv.2310.12345",10.48550/arXiv.2310.12345,openalex,ClusT3: Information Invariant Test-Time Training,2023,,resolved
T006_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Patel, R., & Gupta, N. (2024). Semantic matching for reference authenticity classification using pre-trained language models. *Proceedings of the 62nd Annual Meeting of the Association for Computation",10.18653/v1/2024.acl-long.15,crossref,A Novel Cartography-Based Curriculum Learning Method Applied on RoNLI: The First Romanian Natural Language Inference Corpus,2024,,resolved
T006_W2_RETRIEVAL_FIRST__deepseek-chat.txt,"Zhao, L., & Ouyang, F. (2024). Cross-lingual challenges in detecting fabricated references: A bias analysis. *Transactions of the Association for Computational Linguistics*, 12, 789-803. DOI: 10.1162/",10.1162/tacl_a_00678,crossref,Can Authorship Attribution Models Distinguish Speakers in Speech Transcripts?,2024,,resolved
T006_W3_VERIFY_REPAIR__deepseek-chat.txt,"Cabanac, G., Frommholz, I., & Mayr, P. (2021). References Checker: A tool for verifying the existence of references in scholarly papers. *Journal of the Association for Information Science and Technol",10.1002/asi.24482,crossref,"Emulation practices for software preservation in libraries, archives, and museums",2021,,resolved
